entry_id,entry_date,debit,credit,description,entry_type
694,2025-06-01,,10209.52,Loan Loss Expense to Provision for Loan Losses,Provisioning
695,2025-06-04,12568.56,,Loan Loss Expense to Provision for Loan Losses,Provisioning
696,2025-06-04,,12568.56,Loan Loss Expense to Provision for Loan Losses,Provisioning
697,2025-06-09,4009.19,,Loan Loss Expense to Provision for Loan Losses,Provisioning
698,2025-06-09,,4009.19,Loan Loss Expense to Provision for Loan Losses,Provisioning
699,2025-06-02,11492.78,,Cash on Hand to Customer Deposit Account,CustomerTransaction
700,2025-06-02,,11492.78,Cash on Hand to Customer Deposit Account,CustomerTransaction
701,2025-06-15,19852.89,,Interest Receivable to Interest Income,InterestAccrual
702,2025-06-15,,19852.89,Interest Receivable to Interest Income,InterestAccrual
703,2025-06-02,9767.51,,Cash on Hand to Customer Deposit Account,CustomerTransaction
704,2025-06-02,,9767.51,Cash on Hand to Customer Deposit Account,CustomerTransaction
705,2025-06-08,16810.72,,Loan Loss Expense to Provision for Loan Losses,Provisioning
706,2025-06-08,,16810.72,Loan Loss Expense to Provision for Loan Losses,Provisioning
707,2025-06-12,6545.37,,Loan Loss Expense to Provision for Loan Losses,Provisioning
708,2025-06-12,,6545.37,Loan Loss Expense to Provision for Loan Losses,Provisioning
709,2025-06-08,8894.32,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
710,2025-06-08,,8894.32,Credit Card Receivable to Customer Loan Account,PaymentProcessing
711,2025-06-09,5630.89,,Trading Securities to Settlement Payable,SecuritiesTrading
712,2025-06-09,,5630.89,Trading Securities to Settlement Payable,SecuritiesTrading
713,2025-06-15,8288.13,,Interest Receivable to Interest Income,InterestAccrual
714,2025-06-15,,8288.13,Interest Receivable to Interest Income,InterestAccrual
715,2025-06-15,10656.58,,Customer Account to Advisory Fee Income,FeeIncome
716,2025-06-15,,10656.58,Customer Account to Advisory Fee Income,FeeIncome
717,2025-06-05,17416.51,,Interest Receivable to Interest Income,InterestAccrual
718,2025-06-05,,17416.51,Interest Receivable to Interest Income,InterestAccrual
719,2025-06-13,7457.63,,Trading Securities to Settlement Payable,SecuritiesTrading
720,2025-06-13,,7457.63,Trading Securities to Settlement Payable,SecuritiesTrading
721,2025-06-01,6076.28,,Customer Account to Advisory Fee Income,FeeIncome
722,2025-06-01,,6076.28,Customer Account to Advisory Fee Income,FeeIncome
723,2025-06-14,14794.97,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
724,2025-06-14,,14794.97,Credit Card Receivable to Customer Loan Account,PaymentProcessing
725,2025-06-11,12018.54,,Customer Account to Advisory Fee Income,FeeIncome
726,2025-06-11,,12018.54,Customer Account to Advisory Fee Income,FeeIncome
727,2025-06-08,17439.95,,Trading Securities to Settlement Payable,SecuritiesTrading
728,2025-06-08,,17439.95,Trading Securities to Settlement Payable,SecuritiesTrading
729,2025-06-06,10202.49,,Customer Account to Advisory Fee Income,FeeIncome
730,2025-06-06,,10202.49,Customer Account to Advisory Fee Income,FeeIncome
731,2025-06-07,15494.58,,Customer Account to Advisory Fee Income,FeeIncome
732,2025-06-07,,15494.58,Customer Account to Advisory Fee Income,FeeIncome
733,2025-06-14,18724.19,,Trading Securities to Settlement Payable,SecuritiesTrading
734,2025-06-14,,18724.19,Trading Securities to Settlement Payable,SecuritiesTrading
735,2025-06-04,19634.72,,Interest Receivable to Interest Income,InterestAccrual
736,2025-06-04,,19634.72,Interest Receivable to Interest Income,InterestAccrual
737,2025-06-14,8276.45,,Customer Account to Advisory Fee Income,FeeIncome
738,2025-06-14,,8276.45,Customer Account to Advisory Fee Income,FeeIncome
739,2025-06-12,1829.3,,Trading Securities to Settlement Payable,SecuritiesTrading
740,2025-06-12,,1829.3,Trading Securities to Settlement Payable,SecuritiesTrading
741,2025-06-13,14399.33,,Trading Securities to Settlement Payable,SecuritiesTrading
742,2025-06-13,,14399.33,Trading Securities to Settlement Payable,SecuritiesTrading
743,2025-06-11,8335.5,,Trading Securities to Settlement Payable,SecuritiesTrading
744,2025-06-11,,8335.5,Trading Securities to Settlement Payable,SecuritiesTrading
745,2025-06-08,19635.54,,Loan Loss Expense to Provision for Loan Losses,Provisioning
746,2025-06-08,,19635.54,Loan Loss Expense to Provision for Loan Losses,Provisioning
747,2025-06-10,3398.68,,Cash on Hand to Customer Deposit Account,CustomerTransaction
748,2025-06-10,,3398.68,Cash on Hand to Customer Deposit Account,CustomerTransaction
749,2025-06-14,17524.31,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
750,2025-06-14,,17524.31,Credit Card Receivable to Customer Loan Account,PaymentProcessing
751,2025-06-15,2894.52,,Trading Securities to Settlement Payable,SecuritiesTrading
752,2025-06-15,,2894.52,Trading Securities to Settlement Payable,SecuritiesTrading
753,2025-06-03,1291.6,,Trading Securities to Settlement Payable,SecuritiesTrading
754,2025-06-03,,1291.6,Trading Securities to Settlement Payable,SecuritiesTrading
755,2025-06-03,17547.73,,Trading Securities to Settlement Payable,SecuritiesTrading
756,2025-06-03,,17547.73,Trading Securities to Settlement Payable,SecuritiesTrading
757,2025-06-05,9920.32,,Cash on Hand to Customer Deposit Account,CustomerTransaction
758,2025-06-05,,9920.32,Cash on Hand to Customer Deposit Account,CustomerTransaction
759,2025-06-07,12841.93,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
760,2025-06-07,,12841.93,Credit Card Receivable to Customer Loan Account,PaymentProcessing
761,2025-06-06,2525.99,,Loan Loss Expense to Provision for Loan Losses,Provisioning
762,2025-06-06,,2525.99,Loan Loss Expense to Provision for Loan Losses,Provisioning
763,2025-06-07,17327.5,,Loan Loss Expense to Provision for Loan Losses,Provisioning
764,2025-06-07,,17327.5,Loan Loss Expense to Provision for Loan Losses,Provisioning
765,2025-06-15,12909.18,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
766,2025-06-15,,12909.18,Credit Card Receivable to Customer Loan Account,PaymentProcessing
767,2025-06-01,17575.28,,Trading Securities to Settlement Payable,SecuritiesTrading
768,2025-06-01,,17575.28,Trading Securities to Settlement Payable,SecuritiesTrading
769,2025-06-11,2299.99,,Customer Account to Advisory Fee Income,FeeIncome
770,2025-06-11,,2299.99,Customer Account to Advisory Fee Income,FeeIncome
771,2025-06-04,18497.65,,Loan Loss Expense to Provision for Loan Losses,Provisioning
772,2025-06-04,,18497.65,Loan Loss Expense to Provision for Loan Losses,Provisioning
773,2025-06-02,2717.21,,Loan Loss Expense to Provision for Loan Losses,Provisioning
774,2025-06-02,,2717.21,Loan Loss Expense to Provision for Loan Losses,Provisioning
775,2025-06-02,14373.93,,Loan Loss Expense to Provision for Loan Losses,Provisioning
776,2025-06-02,,14373.93,Loan Loss Expense to Provision for Loan Losses,Provisioning
777,2025-06-05,4160.93,,Trading Securities to Settlement Payable,SecuritiesTrading
778,2025-06-05,,4160.93,Trading Securities to Settlement Payable,SecuritiesTrading
779,2025-06-13,1873.83,,Cash on Hand to Customer Deposit Account,CustomerTransaction
780,2025-06-13,,1873.83,Cash on Hand to Customer Deposit Account,CustomerTransaction
781,2025-06-06,6573.99,,Cash on Hand to Customer Deposit Account,CustomerTransaction
782,2025-06-06,,6573.99,Cash on Hand to Customer Deposit Account,CustomerTransaction
783,2025-06-09,3765.83,,Trading Securities to Settlement Payable,SecuritiesTrading
784,2025-06-09,,3765.83,Trading Securities to Settlement Payable,SecuritiesTrading
785,2025-06-13,11752.63,,Trading Securities to Settlement Payable,SecuritiesTrading
786,2025-06-13,,11752.63,Trading Securities to Settlement Payable,SecuritiesTrading
787,2025-06-02,4229.69,,Interest Receivable to Interest Income,InterestAccrual
788,2025-06-02,,4229.69,Interest Receivable to Interest Income,InterestAccrual
789,2025-06-10,17545.95,,Customer Account to Advisory Fee Income,FeeIncome
790,2025-06-10,,17545.95,Customer Account to Advisory Fee Income,FeeIncome
791,2025-06-15,5575.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
792,2025-06-15,,5575.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
793,2025-06-08,3719.24,,Customer Account to Advisory Fee Income,FeeIncome
794,2025-06-08,,3719.24,Customer Account to Advisory Fee Income,FeeIncome
795,2025-06-05,5825.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
796,2025-06-05,,5825.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
797,2025-06-13,1178.55,,Loan Loss Expense to Provision for Loan Losses,Provisioning
798,2025-06-13,,1178.55,Loan Loss Expense to Provision for Loan Losses,Provisioning
799,2025-06-11,18122.98,,Trading Securities to Settlement Payable,SecuritiesTrading
800,2025-06-11,,18122.98,Trading Securities to Settlement Payable,SecuritiesTrading
801,2025-06-08,4001.54,,Customer Account to Advisory Fee Income,FeeIncome
802,2025-06-08,,4001.54,Customer Account to Advisory Fee Income,FeeIncome
803,2025-06-05,19765.38,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
804,2025-06-05,,19765.38,Credit Card Receivable to Customer Loan Account,PaymentProcessing
805,2025-06-12,19278.55,,Loan Loss Expense to Provision for Loan Losses,Provisioning
806,2025-06-12,,19278.55,Loan Loss Expense to Provision for Loan Losses,Provisioning
807,2025-06-05,9679.88,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
808,2025-06-05,,9679.88,Credit Card Receivable to Customer Loan Account,PaymentProcessing
809,2025-06-14,19988.1,,Interest Receivable to Interest Income,InterestAccrual
810,2025-06-14,,19988.1,Interest Receivable to Interest Income,InterestAccrual
811,2025-06-07,3026.41,,Trading Securities to Settlement Payable,SecuritiesTrading
812,2025-06-07,,3026.41,Trading Securities to Settlement Payable,SecuritiesTrading
813,2025-06-05,7820.22,,Customer Account to Advisory Fee Income,FeeIncome
814,2025-06-05,,7820.22,Customer Account to Advisory Fee Income,FeeIncome
815,2025-06-14,6609.38,,Loan Loss Expense to Provision for Loan Losses,Provisioning
816,2025-06-14,,6609.38,Loan Loss Expense to Provision for Loan Losses,Provisioning
817,2025-06-01,8520.31,,Loan Loss Expense to Provision for Loan Losses,Provisioning
818,2025-06-01,,8520.31,Loan Loss Expense to Provision for Loan Losses,Provisioning
819,2025-06-13,17436.28,,Customer Account to Advisory Fee Income,FeeIncome
820,2025-06-13,,17436.28,Customer Account to Advisory Fee Income,FeeIncome
821,2025-06-15,19498.45,,Loan Loss Expense to Provision for Loan Losses,Provisioning
822,2025-06-15,,19498.45,Loan Loss Expense to Provision for Loan Losses,Provisioning
823,2025-06-14,15158.27,,Customer Account to Advisory Fee Income,FeeIncome
824,2025-06-14,,15158.27,Customer Account to Advisory Fee Income,FeeIncome
825,2025-06-04,15739.08,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
826,2025-06-04,,15739.08,Credit Card Receivable to Customer Loan Account,PaymentProcessing
827,2025-06-04,16236.71,,Customer Account to Advisory Fee Income,FeeIncome
828,2025-06-04,,16236.71,Customer Account to Advisory Fee Income,FeeIncome
829,2025-06-05,4612.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
830,2025-06-05,,4612.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
831,2025-06-13,15355.97,,Loan Loss Expense to Provision for Loan Losses,Provisioning
832,2025-06-13,,15355.97,Loan Loss Expense to Provision for Loan Losses,Provisioning
833,2025-06-03,13936.25,,Loan Loss Expense to Provision for Loan Losses,Provisioning
834,2025-06-03,,13936.25,Loan Loss Expense to Provision for Loan Losses,Provisioning
835,2025-06-11,2846.11,,Loan Loss Expense to Provision for Loan Losses,Provisioning
836,2025-06-11,,2846.11,Loan Loss Expense to Provision for Loan Losses,Provisioning
837,2025-06-13,1749.03,,Loan Loss Expense to Provision for Loan Losses,Provisioning
838,2025-06-13,,1749.03,Loan Loss Expense to Provision for Loan Losses,Provisioning
839,2025-06-06,1633.93,,Trading Securities to Settlement Payable,SecuritiesTrading
840,2025-06-06,,1633.93,Trading Securities to Settlement Payable,SecuritiesTrading
841,2025-06-15,3496.82,,Loan Loss Expense to Provision for Loan Losses,Provisioning
842,2025-06-15,,3496.82,Loan Loss Expense to Provision for Loan Losses,Provisioning
843,2025-06-07,7207.66,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
844,2025-06-07,,7207.66,Credit Card Receivable to Customer Loan Account,PaymentProcessing
845,2025-06-13,4815.1,,Interest Receivable to Interest Income,InterestAccrual
846,2025-06-13,,4815.1,Interest Receivable to Interest Income,InterestAccrual
847,2025-06-06,17652.75,,Customer Account to Advisory Fee Income,FeeIncome
848,2025-06-06,,17652.75,Customer Account to Advisory Fee Income,FeeIncome
849,2025-06-05,10534.1,,Customer Account to Advisory Fee Income,FeeIncome
850,2025-06-05,,10534.1,Customer Account to Advisory Fee Income,FeeIncome
851,2025-06-14,5882.43,,Interest Receivable to Interest Income,InterestAccrual
852,2025-06-14,,5882.43,Interest Receivable to Interest Income,InterestAccrual
853,2025-06-05,19380.3,,Trading Securities to Settlement Payable,SecuritiesTrading
854,2025-06-05,,19380.3,Trading Securities to Settlement Payable,SecuritiesTrading
855,2025-06-13,17537.54,,Loan Loss Expense to Provision for Loan Losses,Provisioning
856,2025-06-13,,17537.54,Loan Loss Expense to Provision for Loan Losses,Provisioning
857,2025-06-02,9898.3,,Cash on Hand to Customer Deposit Account,CustomerTransaction
858,2025-06-02,,9898.3,Cash on Hand to Customer Deposit Account,CustomerTransaction
859,2025-06-04,15328.88,,Interest Receivable to Interest Income,InterestAccrual
860,2025-06-04,,15328.88,Interest Receivable to Interest Income,InterestAccrual
861,2025-06-07,14760.12,,Loan Loss Expense to Provision for Loan Losses,Provisioning
862,2025-06-07,,14760.12,Loan Loss Expense to Provision for Loan Losses,Provisioning
863,2025-06-13,7949.73,,Customer Account to Advisory Fee Income,FeeIncome
864,2025-06-13,,7949.73,Customer Account to Advisory Fee Income,FeeIncome
865,2025-06-09,1264.45,,Trading Securities to Settlement Payable,SecuritiesTrading
866,2025-06-09,,1264.45,Trading Securities to Settlement Payable,SecuritiesTrading
867,2025-06-11,9640.93,,Cash on Hand to Customer Deposit Account,CustomerTransaction
868,2025-06-11,,9640.93,Cash on Hand to Customer Deposit Account,CustomerTransaction
869,2025-06-10,13774.48,,Loan Loss Expense to Provision for Loan Losses,Provisioning
870,2025-06-10,,13774.48,Loan Loss Expense to Provision for Loan Losses,Provisioning
871,2025-06-06,16625.93,,Trading Securities to Settlement Payable,SecuritiesTrading
872,2025-06-06,,16625.93,Trading Securities to Settlement Payable,SecuritiesTrading
873,2025-06-08,13821.89,,Cash on Hand to Customer Deposit Account,CustomerTransaction
874,2025-06-08,,13821.89,Cash on Hand to Customer Deposit Account,CustomerTransaction
875,2025-06-09,12771.39,,Cash on Hand to Customer Deposit Account,CustomerTransaction
876,2025-06-09,,12771.39,Cash on Hand to Customer Deposit Account,CustomerTransaction
877,2025-06-04,18389.86,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
878,2025-06-04,,18389.86,Credit Card Receivable to Customer Loan Account,PaymentProcessing
879,2025-06-14,2201.12,,Loan Loss Expense to Provision for Loan Losses,Provisioning
880,2025-06-14,,2201.12,Loan Loss Expense to Provision for Loan Losses,Provisioning
881,2025-06-05,18278.37,,Trading Securities to Settlement Payable,SecuritiesTrading
882,2025-06-05,,18278.37,Trading Securities to Settlement Payable,SecuritiesTrading
883,2025-06-03,8757.62,,Loan Loss Expense to Provision for Loan Losses,Provisioning
884,2025-06-03,,8757.62,Loan Loss Expense to Provision for Loan Losses,Provisioning
885,2025-06-05,18978.97,,Cash on Hand to Customer Deposit Account,CustomerTransaction
886,2025-06-05,,18978.97,Cash on Hand to Customer Deposit Account,CustomerTransaction
887,2025-06-04,3206.29,,Trading Securities to Settlement Payable,SecuritiesTrading
888,2025-06-04,,3206.29,Trading Securities to Settlement Payable,SecuritiesTrading
889,2025-06-08,3577.62,,Customer Account to Advisory Fee Income,FeeIncome
890,2025-06-08,,3577.62,Customer Account to Advisory Fee Income,FeeIncome
891,2025-06-12,13739.24,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
892,2025-06-12,,13739.24,Credit Card Receivable to Customer Loan Account,PaymentProcessing
893,2025-06-07,18973.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
894,2025-06-07,,18973.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
895,2025-06-03,15103.11,,Customer Account to Advisory Fee Income,FeeIncome
896,2025-06-03,,15103.11,Customer Account to Advisory Fee Income,FeeIncome
897,2025-06-14,13443.52,,Trading Securities to Settlement Payable,SecuritiesTrading
898,2025-06-14,,13443.52,Trading Securities to Settlement Payable,SecuritiesTrading
899,2025-06-05,12697.39,,Trading Securities to Settlement Payable,SecuritiesTrading
900,2025-06-05,,12697.39,Trading Securities to Settlement Payable,SecuritiesTrading
901,2025-06-04,14115.33,,Cash on Hand to Customer Deposit Account,CustomerTransaction
902,2025-06-04,,14115.33,Cash on Hand to Customer Deposit Account,CustomerTransaction
903,2025-06-04,9449.22,,Trading Securities to Settlement Payable,SecuritiesTrading
904,2025-06-04,,9449.22,Trading Securities to Settlement Payable,SecuritiesTrading
905,2025-06-11,2887.74,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
906,2025-06-11,,2887.74,Credit Card Receivable to Customer Loan Account,PaymentProcessing
907,2025-06-11,11344.85,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
908,2025-06-11,,11344.85,Credit Card Receivable to Customer Loan Account,PaymentProcessing
909,2025-06-05,2150.45,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
910,2025-06-05,,2150.45,Credit Card Receivable to Customer Loan Account,PaymentProcessing
911,2025-06-14,19395.93,,Interest Receivable to Interest Income,InterestAccrual
912,2025-06-14,,19395.93,Interest Receivable to Interest Income,InterestAccrual
913,2025-06-04,2741.8,,Trading Securities to Settlement Payable,SecuritiesTrading
914,2025-06-04,,2741.8,Trading Securities to Settlement Payable,SecuritiesTrading
915,2025-06-01,13150.37,,Loan Loss Expense to Provision for Loan Losses,Provisioning
916,2025-06-01,,13150.37,Loan Loss Expense to Provision for Loan Losses,Provisioning
917,2025-06-04,15949.1,,Cash on Hand to Customer Deposit Account,CustomerTransaction
918,2025-06-04,,15949.1,Cash on Hand to Customer Deposit Account,CustomerTransaction
919,2025-06-04,15952.58,,Interest Receivable to Interest Income,InterestAccrual
920,2025-06-04,,15952.58,Interest Receivable to Interest Income,InterestAccrual
921,2025-06-09,16766.54,,Cash on Hand to Customer Deposit Account,CustomerTransaction
922,2025-06-09,,16766.54,Cash on Hand to Customer Deposit Account,CustomerTransaction
923,2025-06-14,12141.28,,Interest Receivable to Interest Income,InterestAccrual
924,2025-06-14,,12141.28,Interest Receivable to Interest Income,InterestAccrual
925,2025-06-03,7242.63,,Interest Receivable to Interest Income,InterestAccrual
926,2025-06-03,,7242.63,Interest Receivable to Interest Income,InterestAccrual
927,2025-06-14,1053.88,,Customer Account to Advisory Fee Income,FeeIncome
928,2025-06-14,,1053.88,Customer Account to Advisory Fee Income,FeeIncome
929,2025-06-09,19763.02,,Interest Receivable to Interest Income,InterestAccrual
930,2025-06-09,,19763.02,Interest Receivable to Interest Income,InterestAccrual
931,2025-06-02,16171.76,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
932,2025-06-02,,16171.76,Credit Card Receivable to Customer Loan Account,PaymentProcessing
933,2025-06-03,17462.51,,Loan Loss Expense to Provision for Loan Losses,Provisioning
934,2025-06-03,,17462.51,Loan Loss Expense to Provision for Loan Losses,Provisioning
935,2025-06-13,7806.6,,Cash on Hand to Customer Deposit Account,CustomerTransaction
936,2025-06-13,,7806.6,Cash on Hand to Customer Deposit Account,CustomerTransaction
937,2025-06-01,12188.21,,Interest Receivable to Interest Income,InterestAccrual
938,2025-06-01,,12188.21,Interest Receivable to Interest Income,InterestAccrual
939,2025-06-03,6041.98,,Interest Receivable to Interest Income,InterestAccrual
940,2025-06-03,,6041.98,Interest Receivable to Interest Income,InterestAccrual
941,2025-06-02,8998.25,,Loan Loss Expense to Provision for Loan Losses,Provisioning
942,2025-06-02,,8998.25,Loan Loss Expense to Provision for Loan Losses,Provisioning
943,2025-06-08,2207.6,,Loan Loss Expense to Provision for Loan Losses,Provisioning
944,2025-06-08,,2207.6,Loan Loss Expense to Provision for Loan Losses,Provisioning
945,2025-06-02,10751.52,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
946,2025-06-02,,10751.52,Credit Card Receivable to Customer Loan Account,PaymentProcessing
947,2025-06-10,10572.94,,Trading Securities to Settlement Payable,SecuritiesTrading
948,2025-06-10,,10572.94,Trading Securities to Settlement Payable,SecuritiesTrading
949,2025-06-15,14817.62,,Cash on Hand to Customer Deposit Account,CustomerTransaction
950,2025-06-15,,14817.62,Cash on Hand to Customer Deposit Account,CustomerTransaction
951,2025-06-08,10907.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
952,2025-06-08,,10907.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
953,2025-06-01,19316.5,,Loan Loss Expense to Provision for Loan Losses,Provisioning
954,2025-06-01,,19316.5,Loan Loss Expense to Provision for Loan Losses,Provisioning
955,2025-06-07,17098.67,,Trading Securities to Settlement Payable,SecuritiesTrading
956,2025-06-07,,17098.67,Trading Securities to Settlement Payable,SecuritiesTrading
957,2025-06-12,3051.27,,Loan Loss Expense to Provision for Loan Losses,Provisioning
958,2025-06-12,,3051.27,Loan Loss Expense to Provision for Loan Losses,Provisioning
959,2025-06-02,2396.32,,Trading Securities to Settlement Payable,SecuritiesTrading
960,2025-06-02,,2396.32,Trading Securities to Settlement Payable,SecuritiesTrading
961,2025-06-02,12557.65,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
962,2025-06-02,,12557.65,Credit Card Receivable to Customer Loan Account,PaymentProcessing
963,2025-06-11,6225.3,,Interest Receivable to Interest Income,InterestAccrual
964,2025-06-11,,6225.3,Interest Receivable to Interest Income,InterestAccrual
965,2025-06-06,11418.77,,Customer Account to Advisory Fee Income,FeeIncome
966,2025-06-06,,11418.77,Customer Account to Advisory Fee Income,FeeIncome
967,2025-06-09,19897.93,,Trading Securities to Settlement Payable,SecuritiesTrading
968,2025-06-09,,19897.93,Trading Securities to Settlement Payable,SecuritiesTrading
969,2025-06-10,9620.59,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
970,2025-06-10,,9620.59,Credit Card Receivable to Customer Loan Account,PaymentProcessing
971,2025-06-12,2884.39,,Trading Securities to Settlement Payable,SecuritiesTrading
972,2025-06-12,,2884.39,Trading Securities to Settlement Payable,SecuritiesTrading
973,2025-06-11,17203.06,,Cash on Hand to Customer Deposit Account,CustomerTransaction
974,2025-06-11,,17203.06,Cash on Hand to Customer Deposit Account,CustomerTransaction
975,2025-06-04,14695.96,,Customer Account to Advisory Fee Income,FeeIncome
976,2025-06-04,,14695.96,Customer Account to Advisory Fee Income,FeeIncome
977,2025-06-04,9579.54,,Trading Securities to Settlement Payable,SecuritiesTrading
978,2025-06-04,,9579.54,Trading Securities to Settlement Payable,SecuritiesTrading
979,2025-06-08,7439.7,,Trading Securities to Settlement Payable,SecuritiesTrading
980,2025-06-08,,7439.7,Trading Securities to Settlement Payable,SecuritiesTrading
981,2025-06-02,8903.8,,Trading Securities to Settlement Payable,SecuritiesTrading
982,2025-06-02,,8903.8,Trading Securities to Settlement Payable,SecuritiesTrading
983,2025-06-11,9108.52,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
984,2025-06-11,,9108.52,Credit Card Receivable to Customer Loan Account,PaymentProcessing
985,2025-06-03,8111.72,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
986,2025-06-03,,8111.72,Credit Card Receivable to Customer Loan Account,PaymentProcessing
987,2025-06-02,18536.72,,Loan Loss Expense to Provision for Loan Losses,Provisioning
988,2025-06-02,,18536.72,Loan Loss Expense to Provision for Loan Losses,Provisioning
989,2025-06-02,16803.67,,Cash on Hand to Customer Deposit Account,CustomerTransaction
990,2025-06-02,,16803.67,Cash on Hand to Customer Deposit Account,CustomerTransaction
991,2025-06-12,2834.72,,Trading Securities to Settlement Payable,SecuritiesTrading
992,2025-06-12,,2834.72,Trading Securities to Settlement Payable,SecuritiesTrading
993,2025-06-09,16423.62,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
994,2025-06-09,,16423.62,Credit Card Receivable to Customer Loan Account,PaymentProcessing
995,2025-06-09,12142.84,,Cash on Hand to Customer Deposit Account,CustomerTransaction
996,2025-06-09,,12142.84,Cash on Hand to Customer Deposit Account,CustomerTransaction
997,2025-06-02,7263.27,,Customer Account to Advisory Fee Income,FeeIncome
998,2025-06-02,,7263.27,Customer Account to Advisory Fee Income,FeeIncome
999,2025-06-11,7718.36,,Trading Securities to Settlement Payable,SecuritiesTrading
1000,2025-06-11,,7718.36,Trading Securities to Settlement Payable,SecuritiesTrading
