entry_id,entry_date,account_name,account_code,debit,credit,description,entry_type
537,2025-06-05,Customer Account,2100,14322.49,,Customer Account to Advisory Fee Income,FeeIncome
538,2025-06-05,Advisory Fee Income,4200,,14322.49,Customer Account to Advisory Fee Income,FeeIncome
539,2025-06-04,Customer Account,2100,1192.87,,Customer Account to Advisory Fee Income,FeeIncome
540,2025-06-04,Advisory Fee Income,4200,,1192.87,Customer Account to Advisory Fee Income,FeeIncome
541,2025-06-07,Cash on Hand,1010,5585.76,,Cash on Hand to Customer Deposit Account,CustomerTransaction
542,2025-06-07,Customer Deposit Account,2100,,5585.76,Cash on Hand to Customer Deposit Account,CustomerTransaction
543,2025-06-04,Trading Securities,1400,11548.35,,Trading Securities to Settlement Payable,SecuritiesTrading
544,2025-06-04,Settlement Payable,2400,,11548.35,Trading Securities to Settlement Payable,SecuritiesTrading
545,2025-06-12,Loan Loss Expense,5100,10045.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
546,2025-06-12,Provision for Loan Losses,2600,,10045.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
547,2025-06-01,Trading Securities,1400,9515.32,,Trading Securities to Settlement Payable,SecuritiesTrading
548,2025-06-01,Settlement Payable,2400,,9515.32,Trading Securities to Settlement Payable,SecuritiesTrading
549,2025-06-07,Cash on Hand,1010,6590.48,,Cash on Hand to Customer Deposit Account,CustomerTransaction
550,2025-06-07,Customer Deposit Account,2100,,6590.48,Cash on Hand to Customer Deposit Account,CustomerTransaction
551,2025-06-11,Loan Loss Expense,5100,5622.8,,Loan Loss Expense to Provision for Loan Losses,Provisioning
552,2025-06-11,Provision for Loan Losses,2600,,5622.8,Loan Loss Expense to Provision for Loan Losses,Provisioning
553,2025-06-09,Customer Account,2100,8011.39,,Customer Account to Advisory Fee Income,FeeIncome
554,2025-06-09,Advisory Fee Income,4200,,8011.39,Customer Account to Advisory Fee Income,FeeIncome
555,2025-06-12,Customer Account,2100,7531.39,,Customer Account to Advisory Fee Income,FeeIncome
556,2025-06-12,Advisory Fee Income,4200,,7531.39,Customer Account to Advisory Fee Income,FeeIncome
557,2025-06-12,Customer Account,2100,7285.03,,Customer Account to Advisory Fee Income,FeeIncome
558,2025-06-12,Advisory Fee Income,4200,,7285.03,Customer Account to Advisory Fee Income,FeeIncome
559,2025-06-05,Trading Securities,1400,6147.41,,Trading Securities to Settlement Payable,SecuritiesTrading
560,2025-06-05,Settlement Payable,2400,,6147.41,Trading Securities to Settlement Payable,SecuritiesTrading
561,2025-06-04,Interest Receivable,1310,3292.46,,Interest Receivable to Interest Income,InterestAccrual
562,2025-06-04,Interest Income,4100,,3292.46,Interest Receivable to Interest Income,InterestAccrual
563,2025-06-09,Credit Card Receivable,1320,3271.54,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
564,2025-06-09,Customer Loan Account,2200,,3271.54,Credit Card Receivable to Customer Loan Account,PaymentProcessing
565,2025-06-04,Loan Loss Expense,5100,4517.85,,Loan Loss Expense to Provision for Loan Losses,Provisioning
566,2025-06-04,Provision for Loan Losses,2600,,4517.85,Loan Loss Expense to Provision for Loan Losses,Provisioning
567,2025-06-12,Loan Loss Expense,5100,10199.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
568,2025-06-12,Provision for Loan Losses,2600,,10199.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
569,2025-06-09,Customer Account,2100,19555.53,,Customer Account to Advisory Fee Income,FeeIncome
570,2025-06-09,Advisory Fee Income,4200,,19555.53,Customer Account to Advisory Fee Income,FeeIncome
571,2025-06-02,Customer Account,2100,6376.98,,Customer Account to Advisory Fee Income,FeeIncome
572,2025-06-02,Advisory Fee Income,4200,,6376.98,Customer Account to Advisory Fee Income,FeeIncome
573,2025-06-06,Interest Receivable,1310,6628.68,,Interest Receivable to Interest Income,InterestAccrual
574,2025-06-06,Interest Income,4100,,6628.68,Interest Receivable to Interest Income,InterestAccrual
575,2025-06-12,Interest Receivable,1310,6743.08,,Interest Receivable to Interest Income,InterestAccrual
576,2025-06-12,Interest Income,4100,,6743.08,Interest Receivable to Interest Income,InterestAccrual
577,2025-06-01,Customer Account,2100,3405.08,,Customer Account to Advisory Fee Income,FeeIncome
578,2025-06-01,Advisory Fee Income,4200,,3405.08,Customer Account to Advisory Fee Income,FeeIncome
579,2025-06-12,Cash on Hand,1010,11513.82,,Cash on Hand to Customer Deposit Account,CustomerTransaction
580,2025-06-12,Customer Deposit Account,2100,,11513.82,Cash on Hand to Customer Deposit Account,CustomerTransaction
581,2025-06-13,Interest Receivable,1310,13119.52,,Interest Receivable to Interest Income,InterestAccrual
582,2025-06-13,Interest Income,4100,,13119.52,Interest Receivable to Interest Income,InterestAccrual
583,2025-06-01,Trading Securities,1400,2949.17,,Trading Securities to Settlement Payable,SecuritiesTrading
584,2025-06-01,Settlement Payable,2400,,2949.17,Trading Securities to Settlement Payable,SecuritiesTrading
585,2025-06-08,Customer Account,2100,6402.45,,Customer Account to Advisory Fee Income,FeeIncome
586,2025-06-08,Advisory Fee Income,4200,,6402.45,Customer Account to Advisory Fee Income,FeeIncome
587,2025-06-01,Trading Securities,1400,7473.41,,Trading Securities to Settlement Payable,SecuritiesTrading
588,2025-06-01,Settlement Payable,2400,,7473.41,Trading Securities to Settlement Payable,SecuritiesTrading
589,2025-06-08,Credit Card Receivable,1320,18880.21,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
590,2025-06-08,Customer Loan Account,2200,,18880.21,Credit Card Receivable to Customer Loan Account,PaymentProcessing
591,2025-06-07,Cash on Hand,1010,16620.2,,Cash on Hand to Customer Deposit Account,CustomerTransaction
592,2025-06-07,Customer Deposit Account,2100,,16620.2,Cash on Hand to Customer Deposit Account,CustomerTransaction
593,2025-06-11,Trading Securities,1400,2407.56,,Trading Securities to Settlement Payable,SecuritiesTrading
594,2025-06-11,Settlement Payable,2400,,2407.56,Trading Securities to Settlement Payable,SecuritiesTrading
595,2025-06-03,Loan Loss Expense,5100,2018.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
596,2025-06-03,Provision for Loan Losses,2600,,2018.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
597,2025-06-02,Customer Account,2100,19033.39,,Customer Account to Advisory Fee Income,FeeIncome
598,2025-06-02,Advisory Fee Income,4200,,19033.39,Customer Account to Advisory Fee Income,FeeIncome
599,2025-06-13,Interest Receivable,1310,3250.58,,Interest Receivable to Interest Income,InterestAccrual
600,2025-06-13,Interest Income,4100,,3250.58,Interest Receivable to Interest Income,InterestAccrual
601,2025-06-13,Trading Securities,1400,12520.04,,Trading Securities to Settlement Payable,SecuritiesTrading
602,2025-06-13,Settlement Payable,2400,,12520.04,Trading Securities to Settlement Payable,SecuritiesTrading
603,2025-06-09,Customer Account,2100,5288.06,,Customer Account to Advisory Fee Income,FeeIncome
604,2025-06-09,Advisory Fee Income,4200,,5288.06,Customer Account to Advisory Fee Income,FeeIncome
605,2025-06-08,Trading Securities,1400,9559.77,,Trading Securities to Settlement Payable,SecuritiesTrading
606,2025-06-08,Settlement Payable,2400,,9559.77,Trading Securities to Settlement Payable,SecuritiesTrading
607,2025-06-07,Credit Card Receivable,1320,17343.17,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
608,2025-06-07,Customer Loan Account,2200,,17343.17,Credit Card Receivable to Customer Loan Account,PaymentProcessing
609,2025-06-01,Credit Card Receivable,1320,11803.96,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
610,2025-06-01,Customer Loan Account,2200,,11803.96,Credit Card Receivable to Customer Loan Account,PaymentProcessing
611,2025-06-02,Customer Account,2100,19242.07,,Customer Account to Advisory Fee Income,FeeIncome
612,2025-06-02,Advisory Fee Income,4200,,19242.07,Customer Account to Advisory Fee Income,FeeIncome
613,2025-06-05,Interest Receivable,1310,12884.79,,Interest Receivable to Interest Income,InterestAccrual
614,2025-06-05,Interest Income,4100,,12884.79,Interest Receivable to Interest Income,InterestAccrual
615,2025-06-04,Loan Loss Expense,5100,2542.56,,Loan Loss Expense to Provision for Loan Losses,Provisioning
616,2025-06-04,Provision for Loan Losses,2600,,2542.56,Loan Loss Expense to Provision for Loan Losses,Provisioning
617,2025-06-03,Interest Receivable,1310,11487.85,,Interest Receivable to Interest Income,InterestAccrual
618,2025-06-03,Interest Income,4100,,11487.85,Interest Receivable to Interest Income,InterestAccrual
619,2025-06-12,Cash on Hand,1010,8761.83,,Cash on Hand to Customer Deposit Account,CustomerTransaction
620,2025-06-12,Customer Deposit Account,2100,,8761.83,Cash on Hand to Customer Deposit Account,CustomerTransaction
621,2025-06-01,Customer Account,2100,9928.34,,Customer Account to Advisory Fee Income,FeeIncome
622,2025-06-01,Advisory Fee Income,4200,,9928.34,Customer Account to Advisory Fee Income,FeeIncome
623,2025-06-05,Interest Receivable,1310,6473.99,,Interest Receivable to Interest Income,InterestAccrual
624,2025-06-05,Interest Income,4100,,6473.99,Interest Receivable to Interest Income,InterestAccrual
625,2025-06-02,Loan Loss Expense,5100,17332.53,,Loan Loss Expense to Provision for Loan Losses,Provisioning
626,2025-06-02,Provision for Loan Losses,2600,,17332.53,Loan Loss Expense to Provision for Loan Losses,Provisioning
627,2025-06-05,Loan Loss Expense,5100,5435.05,,Loan Loss Expense to Provision for Loan Losses,Provisioning
628,2025-06-05,Provision for Loan Losses,2600,,5435.05,Loan Loss Expense to Provision for Loan Losses,Provisioning
629,2025-06-13,Loan Loss Expense,5100,12206.0,,Loan Loss Expense to Provision for Loan Losses,Provisioning
630,2025-06-13,Provision for Loan Losses,2600,,12206.0,Loan Loss Expense to Provision for Loan Losses,Provisioning
631,2025-06-09,Interest Receivable,1310,9077.64,,Interest Receivable to Interest Income,InterestAccrual
632,2025-06-09,Interest Income,4100,,9077.64,Interest Receivable to Interest Income,InterestAccrual
633,2025-06-15,Interest Receivable,1310,13305.06,,Interest Receivable to Interest Income,InterestAccrual
634,2025-06-15,Interest Income,4100,,13305.06,Interest Receivable to Interest Income,InterestAccrual
635,2025-06-02,Credit Card Receivable,1320,16705.99,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
636,2025-06-02,Customer Loan Account,2200,,16705.99,Credit Card Receivable to Customer Loan Account,PaymentProcessing
637,2025-06-05,Cash on Hand,1010,4152.53,,Cash on Hand to Customer Deposit Account,CustomerTransaction
638,2025-06-05,Customer Deposit Account,2100,,4152.53,Cash on Hand to Customer Deposit Account,CustomerTransaction
639,2025-06-10,Customer Account,2100,15230.2,,Customer Account to Advisory Fee Income,FeeIncome
640,2025-06-10,Advisory Fee Income,4200,,15230.2,Customer Account to Advisory Fee Income,FeeIncome
641,2025-06-08,Credit Card Receivable,1320,9343.92,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
642,2025-06-08,Customer Loan Account,2200,,9343.92,Credit Card Receivable to Customer Loan Account,PaymentProcessing
643,2025-06-07,Loan Loss Expense,5100,6777.73,,Loan Loss Expense to Provision for Loan Losses,Provisioning
644,2025-06-07,Provision for Loan Losses,2600,,6777.73,Loan Loss Expense to Provision for Loan Losses,Provisioning
645,2025-06-08,Credit Card Receivable,1320,10508.97,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
646,2025-06-08,Customer Loan Account,2200,,10508.97,Credit Card Receivable to Customer Loan Account,PaymentProcessing
647,2025-06-01,Trading Securities,1400,2528.4,,Trading Securities to Settlement Payable,SecuritiesTrading
648,2025-06-01,Settlement Payable,2400,,2528.4,Trading Securities to Settlement Payable,SecuritiesTrading
649,2025-06-10,Trading Securities,1400,14956.14,,Trading Securities to Settlement Payable,SecuritiesTrading
650,2025-06-10,Settlement Payable,2400,,14956.14,Trading Securities to Settlement Payable,SecuritiesTrading
651,2025-06-04,Credit Card Receivable,1320,1491.43,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
652,2025-06-04,Customer Loan Account,2200,,1491.43,Credit Card Receivable to Customer Loan Account,PaymentProcessing
653,2025-06-10,Loan Loss Expense,5100,16883.21,,Loan Loss Expense to Provision for Loan Losses,Provisioning
654,2025-06-10,Provision for Loan Losses,2600,,16883.21,Loan Loss Expense to Provision for Loan Losses,Provisioning
655,2025-06-13,Customer Account,2100,19064.94,,Customer Account to Advisory Fee Income,FeeIncome
656,2025-06-13,Advisory Fee Income,4200,,19064.94,Customer Account to Advisory Fee Income,FeeIncome
657,2025-06-10,Loan Loss Expense,5100,16607.0,,Loan Loss Expense to Provision for Loan Losses,Provisioning
658,2025-06-10,Provision for Loan Losses,2600,,16607.0,Loan Loss Expense to Provision for Loan Losses,Provisioning
659,2025-06-03,Cash on Hand,1010,15499.07,,Cash on Hand to Customer Deposit Account,CustomerTransaction
660,2025-06-03,Customer Deposit Account,2100,,15499.07,Cash on Hand to Customer Deposit Account,CustomerTransaction
661,2025-06-08,Trading Securities,1400,10860.31,,Trading Securities to Settlement Payable,SecuritiesTrading
662,2025-06-08,Settlement Payable,2400,,10860.31,Trading Securities to Settlement Payable,SecuritiesTrading
663,2025-06-10,Credit Card Receivable,1320,4448.29,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
664,2025-06-10,Customer Loan Account,2200,,4448.29,Credit Card Receivable to Customer Loan Account,PaymentProcessing
665,2025-06-08,Trading Securities,1400,13060.91,,Trading Securities to Settlement Payable,SecuritiesTrading
666,2025-06-08,Settlement Payable,2400,,13060.91,Trading Securities to Settlement Payable,SecuritiesTrading
667,2025-06-07,Cash on Hand,1010,9930.2,,Cash on Hand to Customer Deposit Account,CustomerTransaction
668,2025-06-07,Customer Deposit Account,2100,,9930.2,Cash on Hand to Customer Deposit Account,CustomerTransaction
669,2025-06-02,Credit Card Receivable,1320,7100.11,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
670,2025-06-02,Customer Loan Account,2200,,7100.11,Credit Card Receivable to Customer Loan Account,PaymentProcessing
671,2025-06-12,Interest Receivable,1310,7266.27,,Interest Receivable to Interest Income,InterestAccrual
672,2025-06-12,Interest Income,4100,,7266.27,Interest Receivable to Interest Income,InterestAccrual
673,2025-06-07,Trading Securities,1400,6476.14,,Trading Securities to Settlement Payable,SecuritiesTrading
674,2025-06-07,Settlement Payable,2400,,6476.14,Trading Securities to Settlement Payable,SecuritiesTrading
675,2025-06-02,Customer Account,2100,1697.25,,Customer Account to Advisory Fee Income,FeeIncome
676,2025-06-02,Advisory Fee Income,4200,,1697.25,Customer Account to Advisory Fee Income,FeeIncome
677,2025-06-02,Credit Card Receivable,1320,5795.58,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
678,2025-06-02,Customer Loan Account,2200,,5795.58,Credit Card Receivable to Customer Loan Account,PaymentProcessing
679,2025-06-14,Trading Securities,1400,17433.3,,Trading Securities to Settlement Payable,SecuritiesTrading
680,2025-06-14,Settlement Payable,2400,,17433.3,Trading Securities to Settlement Payable,SecuritiesTrading
681,2025-06-09,Cash on Hand,1010,13495.55,,Cash on Hand to Customer Deposit Account,CustomerTransaction
682,2025-06-09,Customer Deposit Account,2100,,13495.55,Cash on Hand to Customer Deposit Account,CustomerTransaction
683,2025-06-04,Trading Securities,1400,8851.7,,Trading Securities to Settlement Payable,SecuritiesTrading
684,2025-06-04,Settlement Payable,2400,,8851.7,Trading Securities to Settlement Payable,SecuritiesTrading
685,2025-06-13,Customer Account,2100,7873.81,,Customer Account to Advisory Fee Income,FeeIncome
686,2025-06-13,Advisory Fee Income,4200,,7873.81,Customer Account to Advisory Fee Income,FeeIncome
687,2025-06-13,Trading Securities,1400,12882.77,,Trading Securities to Settlement Payable,SecuritiesTrading
688,2025-06-13,Settlement Payable,2400,,12882.77,Trading Securities to Settlement Payable,SecuritiesTrading
689,2025-06-09,Cash on Hand,1010,4867.61,,Cash on Hand to Customer Deposit Account,CustomerTransaction
690,2025-06-09,Customer Deposit Account,2100,,4867.61,Cash on Hand to Customer Deposit Account,CustomerTransaction
691,2025-06-08,Interest Receivable,1310,18625.78,,Interest Receivable to Interest Income,InterestAccrual
692,2025-06-08,Interest Income,4100,,18625.78,Interest Receivable to Interest Income,InterestAccrual
693,2025-06-01,Loan Loss Expense,5100,10209.52,,Loan Loss Expense to Provision for Loan Losses,Provisioning
694,2025-06-01,Provision for Loan Losses,2600,,10209.52,Loan Loss Expense to Provision for Loan Losses,Provisioning
695,2025-06-04,Loan Loss Expense,5100,12568.56,,Loan Loss Expense to Provision for Loan Losses,Provisioning
696,2025-06-04,Provision for Loan Losses,2600,,12568.56,Loan Loss Expense to Provision for Loan Losses,Provisioning
697,2025-06-09,Loan Loss Expense,5100,4009.19,,Loan Loss Expense to Provision for Loan Losses,Provisioning
698,2025-06-09,Provision for Loan Losses,2600,,4009.19,Loan Loss Expense to Provision for Loan Losses,Provisioning
699,2025-06-02,Cash on Hand,1010,11492.78,,Cash on Hand to Customer Deposit Account,CustomerTransaction
700,2025-06-02,Customer Deposit Account,2100,,11492.78,Cash on Hand to Customer Deposit Account,CustomerTransaction
701,2025-06-15,Interest Receivable,1310,19852.89,,Interest Receivable to Interest Income,InterestAccrual
702,2025-06-15,Interest Income,4100,,19852.89,Interest Receivable to Interest Income,InterestAccrual
703,2025-06-02,Cash on Hand,1010,9767.51,,Cash on Hand to Customer Deposit Account,CustomerTransaction
704,2025-06-02,Customer Deposit Account,2100,,9767.51,Cash on Hand to Customer Deposit Account,CustomerTransaction
705,2025-06-08,Loan Loss Expense,5100,16810.72,,Loan Loss Expense to Provision for Loan Losses,Provisioning
706,2025-06-08,Provision for Loan Losses,2600,,16810.72,Loan Loss Expense to Provision for Loan Losses,Provisioning
707,2025-06-12,Loan Loss Expense,5100,6545.37,,Loan Loss Expense to Provision for Loan Losses,Provisioning
708,2025-06-12,Provision for Loan Losses,2600,,6545.37,Loan Loss Expense to Provision for Loan Losses,Provisioning
709,2025-06-08,Credit Card Receivable,1320,8894.32,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
710,2025-06-08,Customer Loan Account,2200,,8894.32,Credit Card Receivable to Customer Loan Account,PaymentProcessing
711,2025-06-09,Trading Securities,1400,5630.89,,Trading Securities to Settlement Payable,SecuritiesTrading
712,2025-06-09,Settlement Payable,2400,,5630.89,Trading Securities to Settlement Payable,SecuritiesTrading
713,2025-06-15,Interest Receivable,1310,8288.13,,Interest Receivable to Interest Income,InterestAccrual
714,2025-06-15,Interest Income,4100,,8288.13,Interest Receivable to Interest Income,InterestAccrual
715,2025-06-15,Customer Account,2100,10656.58,,Customer Account to Advisory Fee Income,FeeIncome
716,2025-06-15,Advisory Fee Income,4200,,10656.58,Customer Account to Advisory Fee Income,FeeIncome
717,2025-06-05,Interest Receivable,1310,17416.51,,Interest Receivable to Interest Income,InterestAccrual
718,2025-06-05,Interest Income,4100,,17416.51,Interest Receivable to Interest Income,InterestAccrual
719,2025-06-13,Trading Securities,1400,7457.63,,Trading Securities to Settlement Payable,SecuritiesTrading
720,2025-06-13,Settlement Payable,2400,,7457.63,Trading Securities to Settlement Payable,SecuritiesTrading
721,2025-06-01,Customer Account,2100,6076.28,,Customer Account to Advisory Fee Income,FeeIncome
722,2025-06-01,Advisory Fee Income,4200,,6076.28,Customer Account to Advisory Fee Income,FeeIncome
723,2025-06-14,Credit Card Receivable,1320,14794.97,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
724,2025-06-14,Customer Loan Account,2200,,14794.97,Credit Card Receivable to Customer Loan Account,PaymentProcessing
725,2025-06-11,Customer Account,2100,12018.54,,Customer Account to Advisory Fee Income,FeeIncome
726,2025-06-11,Advisory Fee Income,4200,,12018.54,Customer Account to Advisory Fee Income,FeeIncome
727,2025-06-08,Trading Securities,1400,17439.95,,Trading Securities to Settlement Payable,SecuritiesTrading
728,2025-06-08,Settlement Payable,2400,,17439.95,Trading Securities to Settlement Payable,SecuritiesTrading
729,2025-06-06,Customer Account,2100,10202.49,,Customer Account to Advisory Fee Income,FeeIncome
730,2025-06-06,Advisory Fee Income,4200,,10202.49,Customer Account to Advisory Fee Income,FeeIncome
731,2025-06-07,Customer Account,2100,15494.58,,Customer Account to Advisory Fee Income,FeeIncome
732,2025-06-07,Advisory Fee Income,4200,,15494.58,Customer Account to Advisory Fee Income,FeeIncome
733,2025-06-14,Trading Securities,1400,18724.19,,Trading Securities to Settlement Payable,SecuritiesTrading
734,2025-06-14,Settlement Payable,2400,,18724.19,Trading Securities to Settlement Payable,SecuritiesTrading
735,2025-06-04,Interest Receivable,1310,19634.72,,Interest Receivable to Interest Income,InterestAccrual
736,2025-06-04,Interest Income,4100,,19634.72,Interest Receivable to Interest Income,InterestAccrual
737,2025-06-14,Customer Account,2100,8276.45,,Customer Account to Advisory Fee Income,FeeIncome
738,2025-06-14,Advisory Fee Income,4200,,8276.45,Customer Account to Advisory Fee Income,FeeIncome
739,2025-06-12,Trading Securities,1400,1829.3,,Trading Securities to Settlement Payable,SecuritiesTrading
740,2025-06-12,Settlement Payable,2400,,1829.3,Trading Securities to Settlement Payable,SecuritiesTrading
741,2025-06-13,Trading Securities,1400,14399.33,,Trading Securities to Settlement Payable,SecuritiesTrading
742,2025-06-13,Settlement Payable,2400,,14399.33,Trading Securities to Settlement Payable,SecuritiesTrading
743,2025-06-11,Trading Securities,1400,8335.5,,Trading Securities to Settlement Payable,SecuritiesTrading
744,2025-06-11,Settlement Payable,2400,,8335.5,Trading Securities to Settlement Payable,SecuritiesTrading
745,2025-06-08,Loan Loss Expense,5100,19635.54,,Loan Loss Expense to Provision for Loan Losses,Provisioning
746,2025-06-08,Provision for Loan Losses,2600,,19635.54,Loan Loss Expense to Provision for Loan Losses,Provisioning
747,2025-06-10,Cash on Hand,1010,3398.68,,Cash on Hand to Customer Deposit Account,CustomerTransaction
748,2025-06-10,Customer Deposit Account,2100,,3398.68,Cash on Hand to Customer Deposit Account,CustomerTransaction
749,2025-06-14,Credit Card Receivable,1320,17524.31,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
750,2025-06-14,Customer Loan Account,2200,,17524.31,Credit Card Receivable to Customer Loan Account,PaymentProcessing
751,2025-06-15,Trading Securities,1400,2894.52,,Trading Securities to Settlement Payable,SecuritiesTrading
752,2025-06-15,Settlement Payable,2400,,2894.52,Trading Securities to Settlement Payable,SecuritiesTrading
753,2025-06-03,Trading Securities,1400,1291.6,,Trading Securities to Settlement Payable,SecuritiesTrading
754,2025-06-03,Settlement Payable,2400,,1291.6,Trading Securities to Settlement Payable,SecuritiesTrading
755,2025-06-03,Trading Securities,1400,17547.73,,Trading Securities to Settlement Payable,SecuritiesTrading
756,2025-06-03,Settlement Payable,2400,,17547.73,Trading Securities to Settlement Payable,SecuritiesTrading
757,2025-06-05,Cash on Hand,1010,9920.32,,Cash on Hand to Customer Deposit Account,CustomerTransaction
758,2025-06-05,Customer Deposit Account,2100,,9920.32,Cash on Hand to Customer Deposit Account,CustomerTransaction
759,2025-06-07,Credit Card Receivable,1320,12841.93,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
760,2025-06-07,Customer Loan Account,2200,,12841.93,Credit Card Receivable to Customer Loan Account,PaymentProcessing
761,2025-06-06,Loan Loss Expense,5100,2525.99,,Loan Loss Expense to Provision for Loan Losses,Provisioning
762,2025-06-06,Provision for Loan Losses,2600,,2525.99,Loan Loss Expense to Provision for Loan Losses,Provisioning
763,2025-06-07,Loan Loss Expense,5100,17327.5,,Loan Loss Expense to Provision for Loan Losses,Provisioning
764,2025-06-07,Provision for Loan Losses,2600,,17327.5,Loan Loss Expense to Provision for Loan Losses,Provisioning
765,2025-06-15,Credit Card Receivable,1320,12909.18,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
766,2025-06-15,Customer Loan Account,2200,,12909.18,Credit Card Receivable to Customer Loan Account,PaymentProcessing
767,2025-06-01,Trading Securities,1400,17575.28,,Trading Securities to Settlement Payable,SecuritiesTrading
768,2025-06-01,Settlement Payable,2400,,17575.28,Trading Securities to Settlement Payable,SecuritiesTrading
769,2025-06-11,Customer Account,2100,2299.99,,Customer Account to Advisory Fee Income,FeeIncome
770,2025-06-11,Advisory Fee Income,4200,,2299.99,Customer Account to Advisory Fee Income,FeeIncome
771,2025-06-04,Loan Loss Expense,5100,18497.65,,Loan Loss Expense to Provision for Loan Losses,Provisioning
772,2025-06-04,Provision for Loan Losses,2600,,18497.65,Loan Loss Expense to Provision for Loan Losses,Provisioning
773,2025-06-02,Loan Loss Expense,5100,2717.21,,Loan Loss Expense to Provision for Loan Losses,Provisioning
774,2025-06-02,Provision for Loan Losses,2600,,2717.21,Loan Loss Expense to Provision for Loan Losses,Provisioning
775,2025-06-02,Loan Loss Expense,5100,14373.93,,Loan Loss Expense to Provision for Loan Losses,Provisioning
776,2025-06-02,Provision for Loan Losses,2600,,14373.93,Loan Loss Expense to Provision for Loan Losses,Provisioning
777,2025-06-05,Trading Securities,1400,4160.93,,Trading Securities to Settlement Payable,SecuritiesTrading
778,2025-06-05,Settlement Payable,2400,,4160.93,Trading Securities to Settlement Payable,SecuritiesTrading
779,2025-06-13,Cash on Hand,1010,1873.83,,Cash on Hand to Customer Deposit Account,CustomerTransaction
780,2025-06-13,Customer Deposit Account,2100,,1873.83,Cash on Hand to Customer Deposit Account,CustomerTransaction
781,2025-06-06,Cash on Hand,1010,6573.99,,Cash on Hand to Customer Deposit Account,CustomerTransaction
782,2025-06-06,Customer Deposit Account,2100,,6573.99,Cash on Hand to Customer Deposit Account,CustomerTransaction
783,2025-06-09,Trading Securities,1400,3765.83,,Trading Securities to Settlement Payable,SecuritiesTrading
784,2025-06-09,Settlement Payable,2400,,3765.83,Trading Securities to Settlement Payable,SecuritiesTrading
785,2025-06-13,Trading Securities,1400,11752.63,,Trading Securities to Settlement Payable,SecuritiesTrading
786,2025-06-13,Settlement Payable,2400,,11752.63,Trading Securities to Settlement Payable,SecuritiesTrading
787,2025-06-02,Interest Receivable,1310,4229.69,,Interest Receivable to Interest Income,InterestAccrual
788,2025-06-02,Interest Income,4100,,4229.69,Interest Receivable to Interest Income,InterestAccrual
789,2025-06-10,Customer Account,2100,17545.95,,Customer Account to Advisory Fee Income,FeeIncome
790,2025-06-10,Advisory Fee Income,4200,,17545.95,Customer Account to Advisory Fee Income,FeeIncome
791,2025-06-15,Loan Loss Expense,5100,5575.77,,Loan Loss Expense to Provision for Loan Losses,Provisioning
792,2025-06-15,Provision for Loan Losses,2600,,5575.77,Loan Loss Expense to Provision for Loan Losses,Provisioning
793,2025-06-08,Customer Account,2100,3719.24,,Customer Account to Advisory Fee Income,FeeIncome
794,2025-06-08,Advisory Fee Income,4200,,3719.24,Customer Account to Advisory Fee Income,FeeIncome
795,2025-06-05,Loan Loss Expense,5100,5825.57,,Loan Loss Expense to Provision for Loan Losses,Provisioning
796,2025-06-05,Provision for Loan Losses,2600,,5825.57,Loan Loss Expense to Provision for Loan Losses,Provisioning
797,2025-06-13,Loan Loss Expense,5100,1178.55,,Loan Loss Expense to Provision for Loan Losses,Provisioning
798,2025-06-13,Provision for Loan Losses,2600,,1178.55,Loan Loss Expense to Provision for Loan Losses,Provisioning
799,2025-06-11,Trading Securities,1400,18122.98,,Trading Securities to Settlement Payable,SecuritiesTrading
800,2025-06-11,Settlement Payable,2400,,18122.98,Trading Securities to Settlement Payable,SecuritiesTrading
801,2025-06-08,Customer Account,2100,4001.54,,Customer Account to Advisory Fee Income,FeeIncome
802,2025-06-08,Advisory Fee Income,4200,,4001.54,Customer Account to Advisory Fee Income,FeeIncome
803,2025-06-05,Credit Card Receivable,1320,19765.38,,Credit Card Receivable to Customer Loan Account,PaymentProcessing
804,2025-06-05,Customer Loan Account,2200,,19765.38,Credit Card Receivable to Customer Loan Account,PaymentProcessing
805,2025-06-12,Loan Loss Expense,5100,19278.55,,Loan Loss Expense to Provision for Loan Losses,Provisioning
